"","VehModel","Area","pure_premium","interaction","exposure"
"1431","Honda - Fit Exl 1.5 Flex 16v 5p Aut","Rio Grande do Norte",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Aut.Rio Grande do Norte",NA
"1432","Honda - Fit Exl 1.5 Flex 16v 5p Aut","Rondonia",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Aut.Rondonia",NA
"1433","Honda - Fit Exl 1.5 Flex 16v 5p Aut","Roraima",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Aut.Roraima",NA
"1434","Honda - Fit Exl 1.5 Flex 16v 5p Aut","Sergipe",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Aut.Sergipe",NA
"1435","Honda - Fit Exl 1.5 Flex 16v 5p Aut","Sudeste de Goias",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Aut.Sudeste de Goias",NA
"1436","Honda - Fit Exl 1.5 Flex 16v 5p Aut","Sul",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Aut.Sul",NA
"1437","Honda - Fit Exl 1.5 Flex 16v 5p Aut","Tocantins",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Aut.Tocantins",NA
"1438","Honda - Fit Exl 1.5 Flex 16v 5p Aut","Triangulo mineiro",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Aut.Triangulo mineiro",NA
"1439","Honda - Fit Exl 1.5 Flex 16v 5p Aut","Vale do Aco-Norte-Vale Jequitinhonha",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Aut.Vale do Aco-Norte-Vale Jequitinhonha",NA
"1440","Honda - Fit Exl 1.5 Flex 16v 5p Aut","Vale do Paraiba e Ribeira",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Aut.Vale do Paraiba e Ribeira",NA
"1441","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Acre",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Acre",NA
"1442","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Alagoas",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Alagoas",NA
"1443","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Amapa",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Amapa",NA
"1444","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Amazonas",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Amazonas",NA
"1445","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Bahia",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Bahia",NA
"1446","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Blumenau e demais regioes",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Blumenau e demais regioes",NA
"1447","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Brasilia",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Brasilia",NA
"1448","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Ceara",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Ceara",NA
"1449","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Demais regioes",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Demais regioes",NA
"1450","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Espirito Santo",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Espirito Santo",NA
"1451","Honda - Fit Exl 1.5 Flex 16v 5p Mec","F.Iguatu-Medianeira-Cascavel-Toledo",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.F.Iguatu-Medianeira-Cascavel-Toledo",NA
"1452","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Goias",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Goias",NA
"1453","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Grande Campinas",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Grande Campinas",NA
"1454","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Interior",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Interior",NA
"1455","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Litoral Norte e Baixada Santista",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Litoral Norte e Baixada Santista",NA
"1456","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Maranhao",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Maranhao",NA
"1457","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Mato Grosso",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Mato Grosso",NA
"1458","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Mato Grosso do Sul",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Mato Grosso do Sul",NA
"1459","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Met. Curitiba",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Met. Curitiba",NA
"1460","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Met. Florianopolis e Sul",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Met. Florianopolis e Sul",NA
"1461","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Met. Porto Alegre e Caxias do Sul",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Met. Porto Alegre e Caxias do Sul",NA
"1462","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Met. de Sao Paulo",504.824239885503,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Met. de Sao Paulo",286.47
"1463","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Met. do Rio de Janeiro",589.865956840004,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Met. do Rio de Janeiro",105.19
"1464","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Met.BH-Centro Oeste-Zona Mata-C. Vertentes",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Met.BH-Centro Oeste-Zona Mata-C. Vertentes",NA
"1465","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Oeste",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Oeste",NA
"1466","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Para",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Para",NA
"1467","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Paraiba",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Paraiba",NA
"1468","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Pernambuco",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Pernambuco",NA
"1469","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Piaui",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Piaui",NA
"1470","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Ribeirao Preto e Demais Mun. de Campinas",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Ribeirao Preto e Demais Mun. de Campinas",NA
"1471","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Rio Grande do Norte",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Rio Grande do Norte",NA
"1472","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Rondonia",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Rondonia",NA
"1473","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Roraima",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Roraima",NA
"1474","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Sergipe",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Sergipe",NA
"1475","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Sudeste de Goias",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Sudeste de Goias",NA
"1476","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Sul",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Sul",NA
"1477","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Tocantins",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Tocantins",NA
"1478","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Triangulo mineiro",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Triangulo mineiro",NA
"1479","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Vale do Aco-Norte-Vale Jequitinhonha",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Vale do Aco-Norte-Vale Jequitinhonha",NA
"1480","Honda - Fit Exl 1.5 Flex 16v 5p Mec","Vale do Paraiba e Ribeira",NA,"Honda - Fit Exl 1.5 Flex 16v 5p Mec.Vale do Paraiba e Ribeira",NA
"1481","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Acre",NA,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Acre",NA
"1482","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Alagoas",428.163577081927,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Alagoas",133.6054794522
"1483","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Amapa",NA,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Amapa",NA
"1484","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Amazonas",592.361743603364,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Amazonas",135.0627397261
"1485","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Bahia",760.80659181854,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Bahia",598.832876711805
"1486","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Blumenau e demais regioes",854.959908230055,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Blumenau e demais regioes",260.088219177835
"1487","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Brasilia",525.442052864054,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Brasilia",713.15
"1488","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Ceara",344.714140347824,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Ceara",375.3254794522
"1489","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Demais regioes",555.255228913264,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Demais regioes",407.5927397261
"1490","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Espirito Santo",368.901938241327,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Espirito Santo",222.3382191783
"1491","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","F.Iguatu-Medianeira-Cascavel-Toledo",NA,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..F.Iguatu-Medianeira-Cascavel-Toledo",NA
"1492","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Goias",1317.63721516427,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Goias",277.7509589044
"1493","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Grande Campinas",544.699176183975,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Grande Campinas",683.388219177835
"1494","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Interior",745.729117508258,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Interior",169.52
"1495","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Litoral Norte e Baixada Santista",878.519054947044,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Litoral Norte e Baixada Santista",110.47
"1496","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Maranhao",NA,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Maranhao",NA
"1497","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Mato Grosso",NA,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Mato Grosso",NA
"1498","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Mato Grosso do Sul",753.533751637592,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Mato Grosso do Sul",145.03
"1499","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Met. Curitiba",709.728117193374,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Met. Curitiba",412.31
"1500","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Met. Florianopolis e Sul",322.992418381557,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Met. Florianopolis e Sul",193.89
"1501","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Met. Porto Alegre e Caxias do Sul",745.397333627757,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Met. Porto Alegre e Caxias do Sul",724.58
"1502","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Met. de Sao Paulo",698.419088642857,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Met. de Sao Paulo",7136.39
"1503","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Met. do Rio de Janeiro",794.334480419984,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Met. do Rio de Janeiro",1592.44
"1504","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Met.BH-Centro Oeste-Zona Mata-C. Vertentes",566.479654841218,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Met.BH-Centro Oeste-Zona Mata-C. Vertentes",655.93
"1505","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Oeste",NA,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Oeste",NA
"1506","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Para",278.933142574252,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Para",254.114657533504
"1507","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Paraiba",392.973218566082,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Paraiba",186.328219177835
"1508","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Pernambuco",747.796651680283,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Pernambuco",571.63
"1509","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Piaui",NA,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Piaui",NA
"1510","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Ribeirao Preto e Demais Mun. de Campinas",492.477361358979,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Ribeirao Preto e Demais Mun. de Campinas",1512.9
"1511","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Rio Grande do Norte",401.929870030547,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Rio Grande do Norte",179.7054794522
"1512","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Rondonia",NA,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Rondonia",NA
"1513","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Roraima",NA,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Roraima",NA
"1514","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Sergipe",817.928207179282,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Sergipe",100.01
"1515","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Sudeste de Goias",NA,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Sudeste de Goias",NA
"1516","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Sul",NA,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Sul",NA
"1517","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Tocantins",NA,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Tocantins",NA
"1518","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Triangulo mineiro",886.972348170381,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Triangulo mineiro",156.59
"1519","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Vale do Aco-Norte-Vale Jequitinhonha",NA,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Vale do Aco-Norte-Vale Jequitinhonha",NA
"1520","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.","Vale do Paraiba e Ribeira",872.251511988429,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut..Vale do Paraiba e Ribeira",481.698219177835
"1521","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Acre",NA,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Acre",NA
"1522","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Alagoas",837.26786366267,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Alagoas",225.503698630035
"1523","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Amapa",NA,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Amapa",NA
"1524","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Amazonas",408.84268102101,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Amazonas",230.36
"1525","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Bahia",474.797698341495,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Bahia",1035.10821917783
"1526","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Blumenau e demais regioes",754.805140590989,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Blumenau e demais regioes",670.74
"1527","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Brasilia",526.430650900334,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Brasilia",1391.15
"1528","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Ceara",589.264678942884,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Ceara",625.89191780787
"1529","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Demais regioes",647.316985183819,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Demais regioes",838.4454794522
"1530","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Espirito Santo",583.409354110891,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Espirito Santo",685.8254794522
"1531","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","F.Iguatu-Medianeira-Cascavel-Toledo",1871.09527554496,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..F.Iguatu-Medianeira-Cascavel-Toledo",111.8227397261
"1532","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Goias",578.795560730445,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Goias",678.49
"1533","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Grande Campinas",613.035799418689,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Grande Campinas",2167.95821917783
"1534","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Interior",800.184463316163,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Interior",574.64
"1535","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Litoral Norte e Baixada Santista",682.013815916726,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Litoral Norte e Baixada Santista",272.9827397261
"1536","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Maranhao",413.887029739581,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Maranhao",176.6327397261
"1537","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Mato Grosso",690.653557936341,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Mato Grosso",200.040958903935
"1538","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Mato Grosso do Sul",896.420577869475,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Mato Grosso do Sul",364.2854794522
"1539","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Met. Curitiba",664.00905551714,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Met. Curitiba",1055.71
"1540","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Met. Florianopolis e Sul",670.256312123391,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Met. Florianopolis e Sul",435.240958903935
"1541","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Met. Porto Alegre e Caxias do Sul",936.412030382,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Met. Porto Alegre e Caxias do Sul",1078.27
"1542","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Met. de Sao Paulo",700.059518782332,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Met. de Sao Paulo",15037.27
"1543","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Met. do Rio de Janeiro",758.460071135292,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Met. do Rio de Janeiro",4656.6854794522
"1544","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Met.BH-Centro Oeste-Zona Mata-C. Vertentes",622.846292443744,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Met.BH-Centro Oeste-Zona Mata-C. Vertentes",2025.40821917783
"1545","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Oeste",NA,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Oeste",NA
"1546","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Para",573.473822968808,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Para",561.37
"1547","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Paraiba",359.901589094136,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Paraiba",247.94
"1548","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Pernambuco",481.255596265238,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Pernambuco",1024.25821917783
"1549","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Piaui",716.809888169512,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Piaui",169.9
"1550","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Ribeirao Preto e Demais Mun. de Campinas",472.970214396342,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Ribeirao Preto e Demais Mun. de Campinas",3888.5154794522
"1551","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Rio Grande do Norte",724.00691320369,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Rio Grande do Norte",369.2754794522
"1552","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Rondonia",NA,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Rondonia",NA
"1553","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Roraima",NA,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Roraima",NA
"1554","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Sergipe",828.888278937359,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Sergipe",159.7054794522
"1555","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Sudeste de Goias",NA,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Sudeste de Goias",NA
"1556","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Sul",914.991405071669,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Sul",210.2227397261
"1557","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Tocantins",NA,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Tocantins",NA
"1558","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Triangulo mineiro",754.396812178959,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Triangulo mineiro",411.738219177834
"1559","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Vale do Aco-Norte-Vale Jequitinhonha",684.435379049544,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Vale do Aco-Norte-Vale Jequitinhonha",127.838219177835
"1560","Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.","Vale do Paraiba e Ribeira",594.851191634074,"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec..Vale do Paraiba e Ribeira",1369.81821917784
"1561","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Acre",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Acre",NA
"1562","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Alagoas",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Alagoas",NA
"1563","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Amapa",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Amapa",NA
"1564","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Amazonas",NA,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Amazonas",NA
"1565","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Bahia",622.708707549623,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Bahia",440.8754794522
"1566","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Blumenau e demais regioes",591.123609243184,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Blumenau e demais regioes",327.16
"1567","Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.","Brasilia",592.719631187505,"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut..Brasilia",643.040958903935
